file,frame_ms,W,num_bins,smooth_bins,median_width,gt_count,pred_count,matched,missing,extra,MAE_ms,RMSE_ms,balanced_frame_error,match_tolerance_ms,T_energy,T_centroid,fallback
studio_F1.wav,20.0,5.0,80,3,5,2,2,2,0,0,5.0000000000001705,7.071067811865639,0.0,150.0,0.000249153633072419,1234.1921215714403,False
studio_M1.wav,20.0,5.0,80,3,5,2,2,2,0,0,35.00000000000003,38.07886552931957,0.03333333333333333,150.0,0.000341885733292864,1247.6540277723195,False
phone_F1.wav,50.0,3.0,40,1,1,2,4,2,0,2,10.000000000000009,14.142135623730963,0.07954545454545454,150.0,0.003725995676752064,819.1444944444544,False
phone_M1.wav,50.0,3.0,40,1,1,2,4,2,0,2,34.99999999999989,35.355339059327285,0.17846497764530553,150.0,0.00036927309552993394,1471.1471795115674,False
studio_F1.wav,50.0,3.0,40,1,1,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.00043292870525167223,1349.780927396872,False
studio_M1.wav,50.0,3.0,40,1,1,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.0006051207869894414,1309.4436426717698,False
phone_F1.wav,50.0,3.0,40,1,3,2,4,2,0,2,10.000000000000009,14.142135623730963,0.06818181818181818,150.0,0.003725995676752064,819.1444944444544,False
phone_M1.wav,50.0,3.0,40,1,3,2,4,2,0,2,19.999999999999936,22.36067977499778,0.1620715350223547,150.0,0.00036927309552993394,1471.1471795115674,False
studio_F1.wav,50.0,3.0,40,1,3,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.00043292870525167223,1349.780927396872,False
studio_M1.wav,50.0,3.0,40,1,3,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.0006051207869894414,1309.4436426717698,False
phone_F1.wav,50.0,3.0,40,1,5,2,4,1,1,3,20.000000000000018,20.000000000000018,0.13636363636363635,150.0,0.003725995676752064,819.1444944444544,False
phone_M1.wav,50.0,3.0,40,1,5,2,4,2,0,2,19.999999999999936,22.36067977499778,0.1538748137108793,150.0,0.00036927309552993394,1471.1471795115674,False
studio_F1.wav,50.0,3.0,40,1,5,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.00043292870525167223,1349.780927396872,False
studio_M1.wav,50.0,3.0,40,1,5,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.0006051207869894414,1309.4436426717698,False
phone_F1.wav,50.0,3.0,40,3,1,2,6,2,0,4,10.000000000000009,14.142135623730963,0.14772727272727273,150.0,0.00556848007778899,895.5926360474664,False
phone_M1.wav,50.0,3.0,40,3,1,2,4,2,0,2,30.0,31.622776601683785,0.1557377049180328,150.0,0.0008051651518107975,1499.4076542381306,False
studio_F1.wav,50.0,3.0,40,3,1,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0009524200968217324,1255.2778037682633,False
studio_M1.wav,50.0,3.0,40,3,1,2,2,2,0,0,45.00000000000004,47.43416490252573,0.041666666666666664,150.0,0.0007059741333652871,1459.862144373732,False
phone_F1.wav,50.0,3.0,40,3,3,2,4,2,0,2,10.000000000000009,14.142135623730963,0.06818181818181818,150.0,0.00556848007778899,895.5926360474664,False
phone_M1.wav,50.0,3.0,40,3,3,2,6,2,0,4,30.0,31.622776601683785,0.19672131147540983,150.0,0.0008051651518107975,1499.4076542381306,False
studio_F1.wav,50.0,3.0,40,3,3,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0009524200968217324,1255.2778037682633,False
studio_M1.wav,50.0,3.0,40,3,3,2,2,2,0,0,45.00000000000004,47.43416490252573,0.041666666666666664,150.0,0.0007059741333652871,1459.862144373732,False
phone_F1.wav,50.0,3.0,40,3,5,2,4,1,1,3,20.000000000000018,20.000000000000018,0.14772727272727273,150.0,0.00556848007778899,895.5926360474664,False
phone_M1.wav,50.0,3.0,40,3,5,2,6,2,0,4,30.0,31.622776601683785,0.22131147540983606,150.0,0.0008051651518107975,1499.4076542381306,False
studio_F1.wav,50.0,3.0,40,3,5,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0009524200968217324,1255.2778037682633,False
studio_M1.wav,50.0,3.0,40,3,5,2,2,2,0,0,45.00000000000004,47.43416490252573,0.041666666666666664,150.0,0.0007059741333652871,1459.862144373732,False
phone_F1.wav,50.0,3.0,80,1,1,2,4,2,0,2,10.000000000000009,14.142135623730963,0.07954545454545454,150.0,0.002190592009221291,723.5843174406896,False
